ticker,date,quality_state,quality_reason,profitability_profile,balance_sheet_profile,earnings_quality_profile,capital_efficiency_profile,cashflow_profile,stability_profile,quality_metadata_status,source_data_status,source_timestamp,source_name,source_last_updated,source_freshness_days,missing_required_fields,partial_data_reason,stale_data_reason,invalid_data_reason,generated_at
AFL,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AGCO,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AHR,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AIG,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AIT,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AIZ,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AJG,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AKAM,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ALB,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ALGM,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ALGN,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ALK,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ALL,2026-07-10,PARTIAL_DATA,fundamental source data partially available,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,partial,partial_data,2026-05-22,local_manual_provenance_only,2026-05-22,49,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,one or more required fundamental fields are missing,,,2026-07-18T11:37:08Z
ALLE,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ALLY,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ALSN,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ALV,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AM,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AMAT,2026-07-10,PARTIAL_DATA,fundamental source data partially available,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,partial,partial_data,2026-05-24,manual_official_annual_report_pilot_1,2026-05-24,47,eps_growth_yoy|debt_to_equity,one or more required fundamental fields are missing,,,2026-07-18T11:37:08Z
AMCR,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AMD,2026-07-10,PARTIAL_DATA,fundamental source data partially available,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,partial,partial_data,2026-05-22,local_manual_provenance_only,2026-05-22,49,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,one or more required fundamental fields are missing,,,2026-07-18T11:37:08Z
AME,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AMG,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AMGN,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AMH,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AMKR,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AMP,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AMT,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AMZN,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AN,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ANET,2026-07-10,PARTIAL_DATA,fundamental source data partially available,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,partial,partial_data,2026-05-24,manual_official_annual_report_standard_batch_1,2026-05-24,47,debt_to_equity,one or more required fundamental fields are missing,,,2026-07-18T11:37:08Z
ANF,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AON,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AOS,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
APA,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
APD,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
APG,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
APH,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
APO,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
APP,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
APPF,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
APTV,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AR,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ARE,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ARES,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ARMK,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ARW,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ARWR,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ASB,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ASH,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ASML,2026-07-10,PARTIAL_DATA,fundamental source data partially available,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,partial,partial_data,2026-05-24,manual_official_annual_report_pilot_1,2026-05-24,47,eps_growth_yoy|debt_to_equity,one or more required fundamental fields are missing,,,2026-07-18T11:37:08Z
ATI,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ATO,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
ATR,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AVAV,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AVB,2026-07-10,INSUFFICIENT_DATA,fundamental source row unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,row_missing,row_missing,,,,,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,,,,2026-07-18T11:37:08Z
AVGO,2026-07-10,PARTIAL_DATA,fundamental source data partially available,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,partial,partial_data,2026-06-22,SEC_COMPANYFACTS,2026-06-22,18,revenue_growth_yoy|eps_growth_yoy|gross_margin|operating_margin|debt_to_equity,one or more required fundamental fields are missing,,,2026-07-18T11:37:08Z
